id,checkoutyear,bibnumber,itembarcode,itemtype,collection,callnumber,itemtitle,subjects,checkoutdatetime
202301021126000010088290035,2023,3203355,0010088290035,acbk,cafic,FIC MICHELS 2016,rebel heir,"Regency fiction, Nobility Fiction, Revenge Fiction, Swindlers and swindling Fiction, Romance fiction, Historical fiction",2023-01-02T11:26:00.000
202301021545000010101176625,2023,3597463,0010101176625,acbk,nanf,332.49 G5784M 2020,Money the true story of a made up thing,Money History,2023-01-02T15:45:00.000
202301021126000010088509327,2023,3220199,0010088509327,acbk,cafic,FIC DICKERS 2016,spys devotion,"Christian fiction, Regency fiction, Romance fiction, Spy fiction, Great Britain Politics and government 1811 1820 Fiction, London England 1811 1820 Fiction",2023-01-02T11:26:00.000
202301021544000010106627127,2023,3821732,0010106627127,acbk,cacomic,741.5944 L131A 2022,Always never,"Life change events Comic books strips etc, Man woman relationships Comic books strips etc, Graphic novels France, First loves Comic books strips etc, Graphic novels, Comics Graphic works, Romance comics, Booksellers and bookselling Comic books strips etc, Women mayors Comic books strips etc, Retirement Comic books strips etc",2023-01-02T15:44:00.000
202301021135000010100526788,2023,3595616,0010100526788,acbk,nasf,SCI-FIC CHAKRAB 2020,empire of gold,"Imaginary wars and battles Fiction, Magic Fiction, Kings and rulers Fiction, Jinn Fiction, Action and adventure fiction, Fantasy fiction, Historical fiction",2023-01-02T11:35:00.000
202301021525000010088097612,2023,3164916,0010088097612,acbk,canf,649.1 G758N 2016,Not buying it stop overspending and start raising happier healthier more successful kids,"Consumer education, Families Economic aspects, Parents Finance Personal, Child rearing Economic aspects",2023-01-02T15:25:00.000
202301021334000010095477484,2023,3395864,0010095477484,acbk,nanf,508.795 V431F 2018,flora and fauna of the Pacific Northwest coast,"Coastal plants Northwest Pacific, Coastal ecology Northwest Pacific, Coastal animals Northwest Pacific, Coastal plants British Columbia, Coastal animals British Columbia, Coastal ecology British Columbia",2023-01-02T13:34:00.000
202301021427000010094541421,2023,3409795,0010094541421,acbk,nycomic,YA 741.5952 T7896M02 2018,Made in abyss 2,"Orphans Comic books strips etc, Voyages to the otherworld Comic books strips etc, Graphic novels, Fantasy comics",2023-01-02T14:27:00.000
202301021312000010106649543,2023,3796176,0010106649543,acbk,naaab,B P651P 2022,Come back in September a literary education on West Sixty Seventh Street Manhattan,"Hardwick Elizabeth, Authors American 20th century Biography, New York N Y Biography, New York N Y Intellectual life 20th century, Pinckney Darryl 1953, Epstein Barbara 1928 2006, Autobiographies, BIOGRAPHY AUTOBIOGRAPHY Personal Memoirs, Pinckney Darryl 1953 Friends and associates",2023-01-02T13:12:00.000
202301021308000010103198478,2023,3510777,0010103198478,acbk,nyfic,YA JACKSON 2020,good girls guide to murder,"Mystery and detective stories, Murder Juvenile fiction, Young adult fiction, Cold cases Criminal investigation Juvenile fiction",2023-01-02T13:08:00.000
202301021535000010089981681,2023,2679641,0010089981681,acbk,nanf,658.4092 Si63S 2009,Start with why how great leaders inspire everyone to take action,Leadership,2023-01-02T15:35:00.000
202301021613000010101606076,2023,3456897,0010101606076,acbk,nanf,641.5973 R663J 2019,Joy of cooking,"Cooking American, Cookbooks, Recipes",2023-01-02T16:13:00.000
202301021451000010093458494,2023,3347763,0010093458494,acbk,canf,814.54 L8849B 2017,burst of light and other essays,"Lorde Audre, Poets American 20th century Biography, Breast Cancer Patients United States Biography, African American poets Biography, Feminists United States Biography, African American lesbians Social conditions",2023-01-02T14:51:00.000
202301021455000010087966668,2023,3219823,0010087966668,acbk,canf,912.7471 N733 2016,Nonstop metropolis a New York City atlas,"New York N Y, New York N Y Social life and customs, New York N Y Maps, Atlases, Human geography Maps, Human geography New York State New York",2023-01-02T14:55:00.000
202301021212000010089786783,2023,3253636,0010089786783,acbk,nyfic,YA AVEYARD,Kings cage,"Princesses Juvenile fiction, Ability Juvenile fiction, Government Resistance to Juvenile fiction, Young adult fiction, Blood Juvenile fiction, Fantasy fiction, Science fiction",2023-01-02T12:12:00.000
202301021342000010099427675,2023,3455423,0010099427675,acbk,nanf,811.6 W6791F 2019,fortune for your disaster,"American poetry 21st century, Poetry",2023-01-02T13:42:00.000
202301021541000010104712129,2023,3752045,0010104712129,acbk,nanf,641.65 K561M 2021,Milk Street vegetables 250 bold simple recipes for every season,"Cooking Vegetables, Cookbooks, Recipes",2023-01-02T15:41:00.000
202301021532000010091591999,2023,3384935,0010091591999,acbk,namys,MYSTERY HOROWIT 2018,word is murder a novel,"Private investigators Fiction, Murder Investigation Fiction, Detective and mystery fiction",2023-01-02T15:32:00.000
202301021633000010104159917,2023,3624285,0010104159917,acbk,caln,CHINESE 616.079 Z841 T4387,Zui zhong pin de hai shi mian yi li,Immunity,2023-01-02T16:33:00.000
202301021509000010103114772,2023,3628704,0010103114772,acbk,canf,616.99419 J27J 2021,Between two kingdoms a memoir of a life interrupted,"Journalists Biography, Women journalists Biography, Leukemia Patients United States Biography, Autobiographies, Jaouad Suleika",2023-01-02T15:09:00.000
202301021316000010103494679,2023,3748830,0010103494679,acbk,najob,650.14 B6386W 2022,What color is your parachute 2022 your guide to a lifetime of meaningful work and career success,"Vocational guidance, Success in business, Job hunting, Employment interviewing, Career changes",2023-01-02T13:16:00.000
202301021356000010101179330,2023,3255229,0010101179330,acbk,nanf,641.5 N841S 2017,Salt fat acid heat mastering the elements of good cooking,"Cooking, Cookbooks",2023-01-02T13:56:00.000
202301021523000010100032662,2023,3617956,0010100032662,acbk,nafic,FIC CLINE 2020,Ready player two a novel,"Utopias Fiction, Virtual reality Fiction, Puzzles Fiction, Technology Fiction, Regression Civilization Fiction, Fantasy fiction, Science fiction",2023-01-02T15:23:00.000
202301021431000010107960675,2023,3797931,0010107960675,acbk,nanf,973 B9375o 2022,Our America a photographic history,"United States Social life and customs Pictorial works, United States History Pictorial works, Photography United States, Photobooks, HISTORY United States General",2023-01-02T14:31:00.000
202301021405000010104982318,2023,3734174,0010104982318,acbk,nanf,641.5956 M931o 2021,Ottolenghi test kitchen shelf love recipes to unlock the secrets of your pantry fridge and freezer,"Cooking, Cooking Natural foods, Cooking Middle Eastern, Cookbooks",2023-01-02T14:05:00.000
202301021416000010085265147,2023,3078705,0010085265147,acbk,canf,306.3 W1588S 2015,Stuffocation why weve had enough of stuff and need experience more than ever,"Consumer behavior, Quality of life, Simplicity, Well being, Consumption Economics Psychological aspects",2023-01-02T14:16:00.000
202301021253000010105183619,2023,3810727,0010105183619,acbk,nanf,153.14 R3131C 2022,complete guide to memory the science of strengthening your mind,"Memory, Mnemonics, Self help publications",2023-01-02T12:53:00.000
202301021131000010096351738,2023,3411388,0010096351738,acbk,nanf,917.97772 F4668 2018,52 Seattle adventures with kids a four season guide,"Seattle Wash Guidebooks, Family recreation Washington State Seattle Guidebooks, Family vacations Washington State Seattle Guidebooks",2023-01-02T11:31:00.000
202301021524000010097213317,2023,43964,0010097213317,acbk,canf,752 AL14ia,Interaction of color,Color Study and teaching,2023-01-02T15:24:00.000
202301021538000010105212210,2023,3772080,0010105212210,acbk,nafic,FIC HILDERB 2022,Hotel Nantucket a novel,"Hotels Fiction, Nantucket Mass Fiction, Apparitions Fiction, Haunted hotels Fiction, Romance fiction, Domestic fiction, Novels, Hotel management Fiction",2023-01-02T15:38:00.000
202301021245000010096347199,2023,3421524,0010096347199,acbk,nanf,641.5945 T186 2018,Tasting Italy a culinary journey,"Cooking Italian, Cookbooks",2023-01-02T12:45:00.000
202301021426000010095985031,2023,3446828,0010095985031,acbk,nanf,808.1 D179P 2018,Poetry 101 from Shakespeare and Rupi Kaur to iambic pentameter and blank verse everything you need to know about poetry,"Poetry, Poetics",2023-01-02T14:26:00.000
202301021608000010101262862,2023,3601513,0010101262862,acbk,canf,641.59495 L537A 2021,Aegean recipes from the mountains to the sea,"Cooking Greek, Cookbooks",2023-01-02T16:08:00.000
202301021324000010099982547,2023,3465624,0010099982547,acbk,nafic,FIC IMRIE 2019,nice cup of tea,"Interpersonal relations Fiction, Runaway teenagers Fiction, Retirees Fiction, France Southern Fiction, English fiction France, Restaurants France Fiction, Restaurateurs France Fiction",2023-01-02T13:24:00.000
202301021705000010105217433,2023,3184621,0010105217433,acbk,nanf,306.768 Se65W 2016,Whipping girl a transsexual woman on sexism and the scapegoating of femininity,"Feminism, Transsexuals, Transsexualism",2023-01-02T17:05:00.000
202301021752000010105315484,2023,3797961,0010105315484,acbk,nanf,338.74 M4599B 2022,When McKinsey comes to town the hidden influence of the worlds most powerful consulting firm,"Industrial management, Business consultants, BUSINESS ECONOMICS Economics General, McKinsey and Company Influence",2023-01-02T17:52:00.000
202301021058000010096107270,2023,3445801,0010096107270,acbk,cacomic,741.5973 D6591D 2018,Doctor Strange Damnation the complete collection,"Good and evil Comic books strips etc, Martial arts Comic books strips etc, Imaginary wars and battles Comic books strips etc, Ghost Rider Fictitious character Comic books strips etc, Las Vegas Nev Comic books strips etc, Superheroes Comic books strips etc, Supervillains Comic books strips etc, Graphic novels, Comics Graphic works, Science fiction comics, Superhero comics, Paranormal comics, Strange Stephen Fictitious character Comic books strips etc, Iron Fist Fictitious character Comic books strips etc, Scarlet Spider Fictitious character Comic books strips etc, Mephistopheles Legendary character Comic books strips etc",2023-01-02T10:58:00.000
202301021257000010093144821,2023,3364793,0010093144821,acbk,nafic,FIC CASTILL 2018,America is not the heart,"Immigrants Fiction, Identity Psychology Fiction, San Francisco Bay Area Calif Fiction, Family secrets Fiction, American Dream Fiction, Domestic fiction, Filipino American families Fiction, Filipino American women Fiction, Filipinos United States Fiction",2023-01-02T12:57:00.000
202301021524000010093229721,2023,3336338,0010093229721,acbk,canf,640 N795H 2017,Hand made the modern womans guide to made from scratch living,"Home economics, Country life, Home Religious aspects Christianity",2023-01-02T15:24:00.000
202301021555000010107486556,2023,2734948,0010107486556,acbk,nanew,SCI-FIC NIVEN 1974,mote in Gods eye,Science fiction,2023-01-02T15:55:00.000
202301021302000010081625708,2023,2988762,0010081625708,acbk,canf,500 N21353 2013,National Geographic science of everything how things work in our world from cell phones soap bubbles vaccines to GPS x rays and submarines,Science Miscellanea,2023-01-02T13:02:00.000
202301021749000010092363174,2023,3355347,0010092363174,acbk,nyfic,YA MAAS 2018,court of frost and starlight,"Fairies Juvenile fiction, Imaginary wars and battles Juvenile fiction, Courts and courtiers Juvenile fiction, Young adult fiction, Winter solstice Juvenile fiction, Fantasy fiction",2023-01-02T17:49:00.000
202301021612000010096193379,2023,3373967,0010096193379,acbk,nafic,FIC RUIZ ZA 2018,labyrinth of the spirits a novel,"Suspense fiction, Missing persons Fiction, Political corruption Fiction, Barcelona Spain Fiction, Books Fiction, Family secrets Fiction, Spain History 20th century Fiction, Historical fiction, Thrillers Fiction, Magic realist fiction",2023-01-02T16:12:00.000
202301021510000010087424916,2023,3208307,0010087424916,acbk,nyfic,YA MEYER,Heartless,"Love Fiction, Extraterrestrial beings Juvenile fiction, Characters in literature Fiction, Characters and characteristics in literature Juvenile fiction, Young adult fiction, Romance fiction, Fantasy fiction, Science fiction",2023-01-02T15:10:00.000
202301021513000010107642919,2023,3794944,0010107642919,acbk,nafic,FIC GURNAH 2022,Afterlives,"Generations Fiction, Historical fiction, War fiction, Novels, Africa East Colonization History 20th century Fiction, Germany Colonies Africa History 20th century Fiction, Families Africa East 20th century Fiction, Refugees Africa East 20th century Fiction",2023-01-02T15:13:00.000
202301021719000010074729103,2023,2731672,0010074729103,acbk,canf,616.72 K744G 2011,guide to living with hypermobility syndrome bending without breaking,"Pain Treatment, Joints Hypermobility, Knight Isobel 1974 Health",2023-01-02T17:19:00.000
202301021643000010103302039,2023,3705627,0010103302039,acbk,nafic,FIC GROFF 2021,Matrix,"Faith Fiction, Nuns Fiction, Visions Fiction",2023-01-02T16:43:00.000
202301021734000010094458634,2023,2728471,0010094458634,acbk,canf,891.733 T588C 1987,confession and other religious writings,"Christian life, Faith, Christianity Miscellanea",2023-01-02T17:34:00.000
202301021435000010041894550,2023,2152965,0010041894550,acbk,cs1malf,FIC SINCLAI,jungle,"Large type books, Chicago Ill Fiction, Working class Fiction, Immigrants Fiction, Lithuanian Americans Fiction, Stockyards Fiction, Political fiction",2023-01-02T14:35:00.000
202301021736000010107704909,2023,3751695,0010107704909,acbk,caln,JAPANESE 952.052 K642K K1825,Kishida bijon bundan kara kyocho e,"Japan Politics and government 21st century, Kishida Fumio",2023-01-02T17:36:00.000
202301021353000010096789507,2023,3462040,0010096789507,acbk,nasf,SCI-FIC FORD 2019,girl who could move sht with her mind,"Los Angeles Calif Fiction, Murder Fiction, Psychokinesis Fiction, Science fiction, Thrillers Fiction",2023-01-02T13:53:00.000
202301021802000010040124132,2023,2077614,0010040124132,acbk,canf,779.99497 F865S 2000,Sarajevo self portrait the view from inside,"Yugoslav War 1991 1995 Bosnia and Herzegovina Sarajevo Pictorial works, Photographers Bosnia and Herzegovina Biography, Sarajevo Bosnia and Herzegovina History Siege 1992 1996 Pictorial works",2023-01-02T18:02:00.000
202301021233000010105441272,2023,3737249,0010105441272,acbk,nanf,641.82 C5488D 2022,Dinner in one exceptional easy one pan meals,"Cooking Equipment and supplies, One dish meals, Quick and easy cooking, Cookbooks, Smart cookers, Recipes",2023-01-02T12:33:00.000
202301021407000010092321610,2023,3297795,0010092321610,acbk,canf,796.50977 F8771F 2017,year in the wilderness bearing witness in the Boundary Waters,"Outdoor life Minnesota Boundary Waters Canoe Area, Freeman Amy Travel Minnesota Boundary Waters Canoe Area, Freeman Dave Wilderness guide Travel Minnesota Boundary Waters Canoe Area, Boundary Waters Canoe Area Minn Environmental conditions, Canoes and canoeing Minnesota Boundary Waters Canoe Area",2023-01-02T14:07:00.000
202301021153000010085638640,2023,3090954,0010085638640,acbk,calpfic,FIC GENOVA 2015,Still Alice,"Large type books, Women college teachers Fiction, Alzheimers disease Fiction",2023-01-02T11:53:00.000
202301021704000010105443054,2023,3825620,0010105443054,acbk,nanew,658.40353 D8851T 2019,Thinking in bets making smarter decisions when you dont have all the facts,"Decision making, Management games, Decision Making, BUSINESS ECONOMICS Decision Making Problem Solving, BUSINESS ECONOMICS Strategic Planning, Decision making, Jeux dentreprise, Prise de d�cision, decision making, PSYCHOLOGY Cognitive Psychology, Management games",2023-01-02T17:04:00.000
202301021310000010099354143,2023,3004543,0010099354143,acbk,nanf,500 M9269W 2014,What if serious scientific answers to absurd hypothetical questions,Science Miscellanea,2023-01-02T13:10:00.000
202301021706000010103958947,2023,3638348,0010103958947,acbk,canf,641.82 C73869 2020,complete one pot 400 meals skillet sheet pan Instant Pot dutch oven more,"Pressure cooking, Casserole cooking, One dish meals, Quick and easy cooking, Roasting Cooking, Dutch oven cooking, Electric cooking Slow, Cookbooks, Recipes",2023-01-02T17:06:00.000
202301021606000010089047012,2023,3129722,0010089047012,acbk,cafic,FIC MONTES 2016,Perfect days,"Suspense fiction, Man woman relationships Fiction, Brazil Fiction, Women screenwriters Fiction, Stalkers Fiction, Abduction Fiction, Medical students Fiction, Psychological fiction",2023-01-02T16:06:00.000
202301021418000010099468620,2023,3468242,0010099468620,acbk,canf,347.7353 T772Z 2019,Plaintiff in chief a portrait of Donald Trump in 3500 lawsuits,"Trump Donald 1946 Trials litigation etc, Presidents United States Trials litigation etc",2023-01-02T14:18:00.000
202301021503000010105419419,2023,3825795,0010105419419,acbk,nafic,FIC HOOVER 2012,Point of retreat a novel,"Love stories, Michigan Fiction, Life change events Fiction, Romance fiction, Psychological fiction",2023-01-02T15:03:00.000
202301021451000010091499912,2023,3286517,0010091499912,acbk,nanf,616.44 W6701M 2017,Medical medium thyroid healing the truth behind Hashimotos Graves insomnia hypothyroidism thyroid nodules Epstein Barr,"Thyroid gland Diseases, Self care Health Popular works, Thyroid gland Diseases Alternative treatment",2023-01-02T14:51:00.000
202301021551000010105247802,2023,3795462,0010105247802,acbk,nafic,FIC THOR 2020,State of the Union a thriller,"Political fiction, Washington D C Fiction, Intelligence officers Fiction, Presidents Fiction, United States Secret Service Officials and employees Fiction, Thrillers Fiction, Political fiction, Harvath Scot Fictitious character Fiction",2023-01-02T15:51:00.000
202301021608000010102467429,2023,3758345,0010102467429,acbk,nanew,FIC GRIFFIT 2022,Spear,"Lesbians Fiction, Knights and knighthood Fiction, Magic Fiction, Heroes Fiction, Fate and fatalism Fiction, Action and adventure fiction, Fantasy fiction, Novels, Lesbian fiction",2023-01-02T16:08:00.000
202301021602000010087735584,2023,3207060,0010087735584,acbk,caln,CHINESE 791.43028 L7408L C1126,Ren sheng bu pa cong tou zai lai Rise from the ashes,"Liu Xiaoqing 1955, Motion picture actors and actresses China Biography",2023-01-02T16:02:00.000
202301021534000010070579502,2023,2630124,0010070579502,acbk,canf,207.2408 B4648 2010,best spiritual writing 2010,"Spiritual life Literary collections, American literature 21st century, Spirituality Literary collections",2023-01-02T15:34:00.000
202301021432000010105557978,2023,3760463,0010105557978,acbk,canf,306.85086 R2458F 2022,Families we keep LGBTQ people and their enduring bonds with parents,"Parent and child, Parent and adult child, Dysfunctional families, Sexual minorities families, Sexual minorities Family relationships",2023-01-02T14:32:00.000
202301021950000010104206916,2023,3008726,0010104206916,acbk,nanf,814 G253B 2014,Bad feminist essays,"Popular culture, Feminism, Essays, African Americans in mass media, Women Conduct of life Anecdotes, Gay Roxane Anecdotes, Race awareness in motion pictures",2023-01-02T19:50:00.000
202301021546000010103436050,2023,3199630,0010103436050,acbk,nafic,FIC HOOVER 2016,It ends with us,"Love stories, Man woman relationships Fiction, Neurosurgeons Fiction, Businesswomen Fiction",2023-01-02T15:46:00.000
202301021709000010092548733,2023,2084526,0010092548733,acbk,nanf,910 B4643,Best American travel writing,"Travelers writings American Periodicals, Voyages and travels Anecdotes Periodicals, Travel Psychological aspects Anecdotes Periodicals, Manners and customs Anecdotes Periodicals, Intercultural communication Anecdotes Periodicals",2023-01-02T17:09:00.000
202301021527000010103857503,2023,3812658,0010103857503,acbk,nafic,FIC HOMES 2022,unfolding,"Presidents Election Fiction, Families Fiction, Politics Practical Fiction, Satirical literature, Political fiction, Novels, Alternative histories Fiction, Political psychology Fiction",2023-01-02T15:27:00.000
202301021305000010027046134,2023,1330803,0010027046134,acbk,cs6,321.9 CHIROT 1994,Modern tyrants the power and prevalence of evil in our age,"Dictators History 20th century, Despotism History 20th century",2023-01-02T13:05:00.000
202301021634000010103769799,2023,3638775,0010103769799,acbk,nanf,333.75 Si42S 2021,Finding the mother tree discovering the wisdom of the forest,"Forest conservation, Forest regeneration, Conservationists United States Biography, Women conservationists United States Biography, Biographies, Autobiographies, Simard S Suzanne, Trees Conservation",2023-01-02T16:34:00.000
202301021351000010104685473,2023,3753782,0010104685473,acbk,nafic,FIC CANTOR 2022,Beautiful little fools a novel,"Man woman relationships Fiction, Rich people Fiction, Murder Investigation Fiction, Long Island N Y Fiction, Infatuation Fiction, Historical fiction, Gatsby Jay Fictitious character Fiction, Buchanan Daisy Fictitious character Fiction, Fitzgerald F Scott Francis Scott 1896 1940 Great Gatsby Adaptations",2023-01-02T13:51:00.000
202301021157000010105458441,2023,3808817,0010105458441,acbk,cab,B B6661L 2022,Down and out in paradise the life of Anthony Bourdain,"Television personalities United States Biography, Bourdain Anthony, Cooks United States Biography, Biographies, Celebrity chefs United States Biography",2023-01-02T11:57:00.000
202301021629000010095080494,2023,3370918,0010095080494,acbk,canf,027.07949 L8966o 2018,library book,"Los Angeles Public Library Central Library Fire 1986, Los Angeles Public Library Central Library History, Public libraries California Los Angeles History, Library buildings Fires and fire prevention California Los Angeles, Fires California Los Angeles, Arson California Los Angeles History 20th century",2023-01-02T16:29:00.000
202301021445000010090090258,2023,3221858,0010090090258,acbk,nanf,919.804 W336i 2017,Ice ghosts the epic hunt for the lost Franklin expedition,"Arctic regions Discovery and exploration British, Northwest Passage Discovery and exploration British, Erebus Ship, Terror Ship, Franklin John 1786 1847, John Franklin Arctic Expedition 1845 1851, Inuit Arctic regions",2023-01-02T14:45:00.000
202301021900000010105370901,2023,3838894,0010105370901,acbk,nafic,FIC CARTARESCU 2022,Solenoid,"Romania History 1944 1989 Fiction, Historical fiction, Novels",2023-01-02T19:00:00.000
202301021317000010030653140,2023,1301853,0010030653140,acbk,canf,978.96 HILLERM 1992,New Mexico Rio Grande and other essays,"New Mexico, Rio Grande Colo Mexico and Tex, New Mexico Pictorial works, Rio Grande Colo Mexico and Tex Pictorial works",2023-01-02T13:17:00.000
202301021034000010088620991,2023,3178461,0010088620991,acbk,canf,942.10022 C7698L 2016,Londontown a photographic tour of The Citys delights,"London England Description and travel, London England Pictorial works",2023-01-02T10:34:00.000
202301021700000010033122580,2023,1719467,0010033122580,acbk,canf,331.2572 HUNNICU 1996,Kelloggs six hour day,"Kellogg Company History, Work sharing Michigan Battle Creek History, Shift systems Michigan Battle Creek History, Hours of labor Michigan Battle Creek History, Cereal products industry Michigan Battle Creek Employees History, Unemployment Michigan Battle Creek History, Depressions 1929 Michigan Battle Creek",2023-01-02T17:00:00.000
202301021242000010075106699,2023,2761735,0010075106699,acbk,nanf,746.403 F5146 2011,Fireflys step by step encyclopedia of needlecraft patchwork embroidery quilting sewing knitting crochet appliqu�,"Embroidery, Sewing, Appliqu�, Crocheting, Quilting, Knitting, Patchwork, Needlework Encyclopedias",2023-01-02T12:42:00.000
202301021448000010070980601,2023,2656412,0010070980601,acbk,camys,MYSTERY TALTON2010,Deadline man,"Mystery fiction, Washington State Fiction, Seattle Wash Fiction, Journalists Fiction, Journalistic ethics Fiction",2023-01-02T14:48:00.000
202301021247000010103151717,2023,3194059,0010103151717,acbk,nanf,635 M4599H 2015,High yield vegetable gardening grow more of what you want in the space you have,"Vegetable gardening, Container gardening, Small gardens",2023-01-02T12:47:00.000
202301021531000010108041418,2023,3809144,0010108041418,acbk,nanf,378.73 B881A 2022,After the ivory tower falls how college broke the American dream and blew up our politics and how to fix it,"Education Higher Aims and objectives United States, Education Higher Social aspects United States, Education Higher Political aspects United States, Democracy and education United States, Elite Social sciences Education United States",2023-01-02T15:31:00.000
202301021940000010101528437,2023,3504139,0010101528437,acbk,nanf,616.8526 K863K 2020,Blossoms bones drawing a life back together,"Eating disorders Comic books strips etc, Graphic novels, Autobiographical comics, Krans Kim, Nonfiction comics, Authors American 21st century Biography Comic books strips etc, Infertility Comic books strips etc",2023-01-02T19:40:00.000
202301021619000010101164001,2023,3521937,0010101164001,acbk,cawest,WESTERN COGBURN 2020,Gunpowder express a Widowmaker Jones western,"Thieves Fiction, Frontier and pioneer life Fiction, Outlaws Fiction, Gold Fiction, Historical fiction, Western fiction, Stagecoaches Fiction, Maricopa Ariz Fiction",2023-01-02T16:19:00.000
202301021723000010092516227,2023,3364502,0010092516227,acbk,nanf,153.35 L6269i 2018,In praise of wasting time,"Creative ability, Creative thinking, Divergent thinking, Time management Psychological aspects",2023-01-02T17:23:00.000
202301021043000010101828019,2023,3631668,0010101828019,acbk,canf,579.60979 M3498M 2019,Mushrooms of the Northwest a simple guide to common mushrooms,"Mushrooms Northwest Pacific Identification, Fungi Northwest Pacific Identification",2023-01-02T10:43:00.000
202301021506000010103365861,2023,3686491,0010103365861,acbk,nasf,SCI-FIC EBENBACH 2021,How to Mars,"Interplanetary voyages Fiction, Mars Planet Fiction, Interpersonal relations Fiction, Scientists Fiction, Reality television programs Fiction, Humorous fiction, Science fiction",2023-01-02T15:06:00.000
202301021410000010008483207,2023,141201,0010008483207,acbk,canf,181.1 C47W,way of Chuang Tzu,,2023-01-02T14:10:00.000
202301021250000010105977119,2023,3798959,0010105977119,acbk,nanf,363.0973 An241F 2022,fight to save the town reimagining discarded America,"Poverty United States, Municipal services United States, Local government United States, Social problems Government policy United States",2023-01-02T12:50:00.000
202301021658000010105350366,2023,3795443,0010105350366,acbk,cafic,FIC GUNTY 2022,rabbit hutch,"Foster children Fiction, Teenagers Fiction, Middle West Fiction, Violence Fiction, Apartment dwellers Fiction, Cities and towns Middle West Fiction, Bildungsromans, Novels",2023-01-02T16:58:00.000
202301021341000010105399264,2023,3823077,0010105399264,acbk,nyln,SPANISH YA MENDEZ 2022,Furia,"Spanish language materials, Dating Social customs Juvenile fiction, Argentina Juvenile fiction, Sexism Juvenile fiction, Soccer players Juvenile fiction, Bildungsromans, Novels, Sports fiction, Families Argentina Juvenile fiction",2023-01-02T13:41:00.000
202301021609000010096224646,2023,3195705,0010096224646,acbk,nacomic,741.5973 L7405M01 2016,Monstress Volume one Awakening,"Comic books strips etc United States, Teenage girls Comic books strips etc, Monsters Comic books strips etc, Psychic ability Comic books strips etc, Graphic novels, Comics Graphic works, Asia 20th century Comic books strips etc, Steampunk comics",2023-01-02T16:09:00.000
202301021330000010096498117,2023,3466285,0010096498117,acbk,cafic,FIC COLGAN 2019,bookshop on the shore,"Single mothers Fiction, Bookstores Fiction, Au pairs Fiction, Ness Loch Scotland Fiction, Domestic fiction",2023-01-02T13:30:00.000
202301021544000010104817431,2023,3764883,0010104817431,acbk,camys,MYSTERY KHAN 2021,Midnight at Malabar House,"Detective and mystery stories, Policewomen Fiction, Murder Investigation Fiction, India History 1947 Fiction, Mumbai India Fiction, Detective and mystery fiction",2023-01-02T15:44:00.000
202301021412000010081880329,2023,2960676,0010081880329,acbk,namys,MYSTERY LLOYD 2013,Death comes to the village,"Historical fiction, Mystery fiction, Soldiers Fiction, Great Britain History Regency 1811 1820 Fiction",2023-01-02T14:12:00.000
202301021341000010105379753,2023,3814939,0010105379753,acbk,namys,MYSTERY PENNY 2022,world of curiosities,"Murder Investigation Fiction, Letters Fiction, Children of murder victims Fiction, Police Qu�bec Province Fiction, Small cities Fiction, Detective and mystery fiction, Novels, Gamache Armand Fictitious character Fiction",2023-01-02T13:41:00.000
202301021106000010104922033,2023,3678010,0010104922033,acbk,nanf,818.5403 H225H 2021,Poet warrior a memoir,"Poets American 20th century Biography, Harjo Joy, Women poets American 20th century Biography, Poets American 21st century Biography, Poets laureate United States Biography, Biographies, Autobiographies, Indian women poets United States Biography, Autobiographical poetry, Indian women authors United States Biography",2023-01-02T11:06:00.000
202301021730000010071722168,2023,2685310,0010071722168,acbk,canf,745.59332 St2995C 2010,Candles,Candlemaking,2023-01-02T17:30:00.000
202301021429000010104448781,2023,3355058,0010104448781,acbk,canf,616.08 M414W 2011,When the body says no exploring the stress disease connection,"Psychoneuroendocrinology Popular works, Stress Psychology Popular works, Medicine Psychosomatic Popular works",2023-01-02T14:29:00.000
202301021431000010057109562,2023,2432943,0010057109562,acbk,canf,500 W6222 2007,Why dont penguins feet freeze and 114 other questions,Science Miscellanea,2023-01-02T14:31:00.000
202301021320000010096326763,2023,3436373,0010096326763,acbk,cafic,FIC PITTS 2019,last thing you surrender,"World War 1939 1945 Fiction, African Americans Fiction, Southern States Fiction, Historical fiction, Social change United States Fiction",2023-01-02T13:20:00.000
202301021351000010104779466,2023,3760585,0010104779466,acbk,nafic,FIC FAY 2022,Love saffron a novel of friendship food and love,"Los Angeles Calif Fiction, Female friendship Fiction, Nineteen sixties Fiction, Food writers Fiction, Historical fiction, Epistolary fiction, Camano Island Wash Fiction",2023-01-02T13:51:00.000
202301021656000010089357288,2023,3262041,0010089357288,acbk,cafic,FIC MIRANDA 2017,perfect stranger a novel,"Missing persons Investigation Fiction, Detective and mystery fiction, Thrillers Fiction",2023-01-02T16:56:00.000
202301021216000010103446216,2023,2635439,0010103446216,acbk,nanf,616.8589 M399S 2000,Scattered how attention deficit disorder originates and what you can do about it,"Attention deficit hyperactivity disorder Psychological aspects, Attention deficit hyperactivity disorder Environmental aspects",2023-01-02T12:16:00.000
202301021725000010096881619,2023,3446082,0010096881619,acbk,cycomic,YA 741.5971 Sp45S 2018,Surviving the city,"Runaway teenagers Comic books strips etc, Missing persons Comic books strips etc, Graphic novels, Friendship Comic books strips etc, Indigenous youth Comic books strips etc",2023-01-02T17:25:00.000
